id,input_text,target_summary
149,김수경님 일행 중에 휠체어 대여 필요한데 공항에서 가능한가요?,고객님 공항 안내 데스크에서 휠체어 무료 대여 서비스 이용 가능합니다
150,혹시 이번 여행 일정 중에 현지 마트 들를 수 있나요?,고객님 일정 중 마트 방문 원하시면 가이드에게 말씀하셔서 잠시 들르실 수 있습니다
151,10월 22일 청주 출발 조철님 항공편 좌석 간격 넓은가요?,고객님 해당 항공편은 일반석 좌석 간격이며 앞좌석이나 비상구 좌석 구매 시 더 넓습니다
152,혹시 이번 여행 호텔 객실에 다리미 있나요?,고객님 객실 내 다리미와 다리미판이 구비되어 있거나 요청 시 가져다드립니다
153,김동철님 부산 출발 항공편 기내 담요 제공되나요?,고객님 저비용 항공사는 기내 담요가 유료로 제공되거나 없을 수 있어 겉옷 챙기시는 게 좋습니다
154,혹시 이번 여행 현지 물가 비싼 편인가요?,고객님 현지 물가는 한국보다 저렴한 편이라 식사나 쇼핑하시기에 부담 없습니다
155,11월 6일 강현주님 팀 여행자 보험 휴대품 도난 보장되나요?,고객님 가입하신 보험에 휴대품 도난 및 파손 보장이 포함되어 있습니다
156,혹시 이번 여행 일정 중에 선상 파티 가능한가요?,고객님 크루즈 선상 파티 옵션 추가 가능하며 비용은 인당 5만원 정도입니다
157,김진명님 10월 26일 출발인데 공항 주차 대행 서비스 이용할 수 있나요?,고객님 공항 공식 주차 대행 서비스 예약해 드리거나 업체 연락처 안내해 드리겠습니다
158,혹시 이번 여행 호텔 룸 서비스 이용 가능한가요?,고객님 24시간 룸 서비스 이용 가능하며 메뉴판은 객실 내에 비치되어 있습니다
159,11월 23일 대구 출발 12명 단체인데 골프백 택배로 미리 보낼 수 있나요?,고객님 공항 택배 서비스를 이용하여 골프백을 미리 공항으로 보내실 수 있습니다
160,혹시 이번 여행 가이드님 팁 봉투 따로 준비해야 하나요?,고객님 팁 봉투는 따로 준비 안 하셔도 되며 현금 그대로 주셔도 무방합니다
161,김수경님 일행 중에 고령자가 계신데 일정 무리 없을까요?,고객님 일정이 여유롭게 짜여 있어 고령자분들도 편안하게 여행하실 수 있습니다
162,혹시 이번 여행 일정 중에 현지 전통 의상 체험 가능한가요?,고객님 현지 전통 의상 대여 및 체험 가능한 곳으로 안내해 드릴 수 있습니다
163,10월 22일 청주 출발 조철님 항공편 기내 와이파이 되나요?,고객님 해당 항공편은 기내 와이파이 서비스가 제공되지 않습니다
164,혹시 이번 여행 호텔 객실에 금고 있나요?,고객님 전 객실 내 개인 금고가 있어 귀중품을 안전하게 보관하실 수 있습니다
165,김동철님 부산 출발 항공편 모바일 탑승권 발급되나요?,고객님 출발 24시간 전부터 모바일 탑승권 발급이 가능하여 공항 수속 시간을 줄일 수 있습니다
166,혹시 이번 여행 현지 교통 수단은 뭔가요?,고객님 전 일정 전용 차량으로 이동하며 기사님이 배정됩니다
167,11월 6일 강현주님 팀 여행자 보험 질병 사망 보장되나요?,고객님 질병 사망은 보통 여행자 보험 보장 내역에 포함되지 않는 경우가 많습니다
168,혹시 이번 여행 일정 중에 해양 스포츠 즐길 수 있나요?,고객님 해변 자유 시간에 제트스키나 바나나보트 등 해양 스포츠 이용 가능합니다
169,김진명님 10월 26일 출발인데 공항 환전 우대 쿠폰 있나요?,고객님 은행 앱을 통해 환전 신청하시면 최대 90%까지 우대받으실 수 있습니다
170,혹시 이번 여행 호텔 수영장에 튜브 반입 되나요?,고객님 대형 튜브를 제외한 일반 튜브는 수영장에서 사용 가능합니다
171,11월 23일 대구 출발 12명 단체인데 기념품 단체 구매 가능한가요?,고객님 귀국 전 쇼핑몰에서 기념품 단체 구매하실 수 있도록 시간 배정해 드립니다
172,혹시 이번 여행 가이드님 팁 얼마나 줘야 적당한가요?,고객님 가이드 팁은 정해진 금액은 없으나 보통 1일 10달러 정도가 관례입니다
173,김수경님 일행 중에 알레르기 있는 분이 계신데 식사 신경 써주시나요?,고객님 알레르기 유발 식재료를 미리 말씀해 주시면 식당에 전달하여 제외하겠습니다
174,혹시 이번 여행 일정 중에 현지 학교 방문 가능한가요?,고객님 사전 섭외가 필요한 부분이라 현지 학교 방문은 어려울 수 있습니다
175,10월 22일 청주 출발 조철님 항공편 유모차 기내 반입 되나요?,고객님 기내 반입 가능한 휴대용 유모차 규격을 확인하시고 가져가시면 됩니다
176,혹시 이번 여행 호텔 객실에 욕조 있나요?,고객님 욕조가 있는 객실로 우선 배정 요청해 드리겠으나 확정은 아닙니다
177,김동철님 부산 출발 항공편 반려동물 동반 가능한가요?,고객님 반려동물 동반 시 운송 서약서 작성 및 추가 요금 지불 후 탑승 가능합니다
178,혹시 이번 여행 현지 치안 안전한가요?,고객님 관광지 위주로 다니시고 가이드 안내를 따르시면 치안 걱정 없이 여행하실 수 있습니다
179,11월 6일 강현주님 팀 여행자 보험 항공기 지연 보상되나요?,고객님 4시간 이상 항공기 지연 시 식사비나 숙박비 등 실비 보상 가능합니다
180,혹시 이번 여행 일정 중에 스냅 촬영 가능한가요?,고객님 현지 스냅 작가 섭외하여 여행 중 스냅 촬영 진행해 드릴 수 있습니다
181,김진명님 10월 26일 출발인데 공항 내 약국 위치 알 수 있나요?,고객님 인천공항 3층 출국장에 약국이 있으며 위치 안내도 보내드리겠습니다
182,혹시 이번 여행 호텔 수영장 온수풀인가요?,고객님 해당 호텔 야외 수영장은 온수풀이 아니며 실내 수영장은 미온수입니다
183,11월 23일 대구 출발 12명 단체인데 현지 유심 단체 구매 가능한가요?,고객님 인원수에 맞춰 현지 유심 미리 준비해서 공항 미팅 시 나눠드리겠습니다
184,혹시 이번 여행 가이드님 팁 한국 돈으로 줘도 되나요?,고객님 가이드 팁은 가급적 달러나 현지 화폐로 주시는 것이 환전 번거로움을 덜어드립니다
185,김수경님 일행 중에 거동 불편하신 분 계신데 휠체어 대여되나요?,고객님 현지에서 휠체어 대여 가능하도록 조치해 드리겠습니다
186,혹시 이번 여행 일정 중에 현지 클럽 가볼 수 있나요?,고객님 저녁 자유 시간에 성인분들에 한해 현지 클럽 체험 가능하며 가이드가 안내해 드립니다
187,10월 22일 청주 출발 조철님 항공편 보조 배터리 기내 반입 되나요?,고객님 보조 배터리는 위탁 수하물 금지이며 반드시 기내에 들고 타셔야 합니다
188,혹시 이번 여행 호텔 객실에 전자레인지 있나요?,고객님 객실 내 전자레인지는 없으나 프런트에 요청하시면 데워드릴 수 있습니다
189,김동철님 부산 출발 항공편 기내 액체류 반입 제한 있나요?,고객님 기내 액체류는 개별 용기 100ml 이하로 1L 투명 비닐 지퍼백 1개까지만 반입 가능합니다
190,혹시 이번 여행 현지 날씨 비 많이 오나요?,고객님 우기 시즌이라 스콜성 비가 올 수 있으나 여행하시기에 큰 지장은 없습니다
191,11월 6일 강현주님 팀 여행자 보험 휴대품 파손 시 자기부담금 있나요?,고객님 휴대품 파손 보상 시 1건당 1만원의 자기부담금이 발생합니다
192,혹시 이번 여행 일정 중에 낚시 체험 가능한가요?,고객님 바다 낚시 투어 옵션 추가 가능하며 장비 대여료 포함 인당 8만원입니다
193,김진명님 10월 26일 출발인데 공항 흡연실 위치 알 수 있나요?,고객님 보안 검색 후 면세 구역 내 양쪽 끝에 흡연실이 마련되어 있습니다
194,혹시 이번 여행 호텔 수영장 수건 제공되나요?,고객님 수영장 입구에서 비치 타월을 무료로 대여해 드리고 있습니다
195,11월 23일 대구 출발 12명 단체인데 버스 내 음주 가능한가요?,고객님 안전을 위해 버스 내 음주는 가급적 자제해 주시기 바랍니다
196,혹시 이번 여행 가이드님 팁 여행 경비에 포함해서 결제해도 되나요?,고객님 가이드 팁 포함 견적으로 다시 산출해서 보내드릴 테니 일괄 결제하셔도 됩니다
197,김수경님 일행 중에 종교적인 이유로 특정 음식 못 드시는데 괜찮나요?,고객님 할랄 푸드나 채식 등 특별 식단 가능한 식당으로 안내해 드리겠습니다
198,혹시 이번 여행 일정 중에 현지 가정집 방문 가능한가요?,고객님 현지 가정집 방문은 사생활 침해 우려가 있어 관광 프로그램에 포함되지 않습니다
199,10월 22일 청주 출발 조철님 항공편 노트북 기내 반입 되나요?,고객님 노트북은 파손 위험이 있어 위탁 수하물보다 기내 휴대를 권장합니다
200,혹시 이번 여행 호텔 객실에 얼음 제공되나요?,고객님 각 층 얼음 정수기나 제빙기를 이용하시거나 룸 서비스로 요청하시면 됩니다
201,김동철님 부산 출발 항공편 기내 편의 시설 어떤 게 있나요?,고객님 저비용 항공사라 개인 모니터는 없으며 유료 식음료 판매 서비스가 있습니다
202,혹시 이번 여행 현지 전압 변환 어댑터 필요한가요?,고객님 한국과 전압이 달라 멀티 어댑터가 필요하며 호텔 대여 또는 개별 지참하셔야 합니다
203,11월 6일 강현주님 팀 여행자 보험 식중독 보장되나요?,고객님 여행 중 식중독 발생 시 병원비 보장이 가능합니다
204,혹시 이번 여행 일정 중에 쿠킹 클래스 참여 가능한가요?,고객님 현지 요리를 배워볼 수 있는 쿠킹 클래스 체험 옵션 추가 가능합니다
205,김진명님 10월 26일 출발인데 공항 내 샤워실 이용 가능한가요?,고객님 환승객을 위한 샤워실이 있으며 일반 이용객은 유료 라운지를 이용하셔야 합니다
206,혹시 이번 여행 호텔 수영장 튜브 바람 넣는 기계 있나요?,고객님 수영장에 에어 펌프가 비치되어 있어 튜브 바람을 쉽게 넣으실 수 있습니다
207,11월 23일 대구 출발 12명 단체인데 현지 유심 대신 포켓 와이파이 대여되나요?,고객님 단체 이용 시 포켓 와이파이 대여가 더 효율적일 수 있으며 공항 수령 도와드리겠습니다
208,혹시 이번 여행 가이드님 팁 안 주면 어떻게 되나요?,고객님 가이드 팁은 서비스에 대한 감사의 표시이자 관례이므로 주시는 것이 좋습니다
209,김수경님 일행 중에 생일 파티 용품 준비해 주실 수 있나요?,고객님 간단한 파티 용품이나 케이크 준비 도와드릴 수 있으니 미리 말씀해 주세요
210,혹시 이번 여행 일정 중에 현지 봉사 활동 가능한가요?,고객님 여행 일정 상 봉사 활동 프로그램은 포함되어 있지 않습니다
211,10월 22일 청주 출발 조철님 항공편 기내 면세점 이용 가능한가요?,고객님 기내 면세점 책자를 보시고 승무원에게 주문하시면 구매 가능합니다
212,혹시 이번 여행 호텔 객실에 넷플릭스 나오나요?,고객님 스마트 TV가 설치된 객실에서는 개인 계정으로 로그인하여 넷플릭스 시청 가능합니다
213,김동철님 부산 출발 항공편 기내 의료 서비스 있나요?,고객님 기내에 비상 구급약이 비치되어 있으며 응급 상황 시 승무원의 도움을 받을 수 있습니다
214,혹시 이번 여행 현지 언어 몰라도 괜찮나요?,고객님 한국어 가이드가 동행하므로 의사소통에 전혀 불편함이 없습니다
215,11월 6일 강현주님 팀 여행자 보험 휴대품 분실 보장되나요?,고객님 단순 분실은 보장되지 않으며 도난이나 파손 시에만 보험 처리가 가능합니다
216,혹시 이번 여행 일정 중에 스쿠버 다이빙 가능한가요?,고객님 체험 다이빙 옵션 추가 가능하며 자격증 소지자는 펀 다이빙도 가능합니다
217,김진명님 10월 26일 출발인데 공항 내 기도실 있나요?,고객님 종교실이 마련되어 있어 기도나 명상을 하실 수 있습니다
218,혹시 이번 여행 호텔 수영장 선베드 무료인가요?,고객님 투숙객은 수영장 선베드와 파라솔을 무료로 이용하실 수 있습니다
219,11월 23일 대구 출발 12명 단체인데 버스에 노래방 기계 있나요?,고객님 차량에 따라 노래방 기기 설치 여부가 다르니 확인 후 배정해 드리겠습니다
220,혹시 이번 여행 가이드님 팁 달러 말고 원화로 줘도 되나요?,고객님 가이드님이 환전하기 번거로우실 수 있으니 가급적 달러나 현지 화폐를 권장합니다
221,김수경님 일행 중에 채식 식당 원하시는데 가능한가요?,고객님 현지 채식 전문 식당이나 비건 메뉴가 있는 곳으로 안내해 드리겠습니다
222,혹시 이번 여행 일정 중에 현지 공연 관람 있나요?,고객님 저녁 식사 후 현지 전통 공연이나 쇼 관람 일정이 포함되어 있습니다
223,10월 22일 청주 출발 조철님 항공편 기내 유아용 요람 신청 가능한가요?,고객님 유아용 요람은 사전 예약이 필요하며 항공사 규정에 따라 제공 여부가 달라집니다
224,혹시 이번 여행 호텔 객실에 블루투스 스피커 있나요?,고객님 일부 상위 객실에는 블루투스 스피커가 비치되어 있습니다
225,김동철님 부산 출발 항공편 기내 반입 금지 물품 뭐 있나요?,고객님 폭발물 인화성 물질 흉기 등은 기내 반입 및 위탁 수하물 모두 금지됩니다
226,혹시 이번 여행 현지 팁 문화 있나요?,고객님 호텔 벨보이나 마사지사 등에게 소액의 팁을 주는 문화가 있습니다
227,11월 6일 강현주님 팀 여행자 보험 렌트카 사고 보장되나요?,고객님 여행자 보험은 렌트카 사고 시 차량 파손이나 대인 대물 배상을 보장하지 않습니다
228,혹시 이번 여행 일정 중에 자유 시간 충분한가요?,고객님 패키지 일정이지만 중간중간 개인적인 시간을 보내실 수 있도록 자유 시간을 드립니다
229,김진명님 10월 26일 출발인데 공항 내 프린트 할 곳 있나요?,고객님 안내 데스크나 비즈니스 센터에서 유료로 인쇄 및 복사 서비스를 이용하실 수 있습니다
230,혹시 이번 여행 호텔 수영장 풀사이드 바 이용 가능한가요?,고객님 수영장 옆 풀사이드 바에서 음료나 간단한 스낵을 주문해 드실 수 있습니다
231,11월 23일 대구 출발 12명 단체인데 단체 티셔츠 제작 가능한가요?,고객님 여행사 제휴 업체를 통해 단체 티셔츠 제작 및 배송 대행해 드릴 수 있습니다
232,혹시 이번 여행 가이드님 팁 마지막 날 한꺼번에 줘도 되나요?,고객님 가이드 팁은 보통 일정 마지막 날 공항 샌딩 시에 일괄 전달하는 것이 일반적입니다
233,김수경님 일행 중에 휠체어 필요하신 분 계신데 호텔 내 이동 편한가요?,고객님 엘리베이터와 경사로가 잘 갖춰진 호텔로 배정하여 이동에 불편 없도록 하겠습니다
234,혹시 이번 여행 일정 중에 현지 시장 구경 가능한가요?,고객님 현지 재래시장이나 야시장을 방문하여 특산품 구경하고 구매하실 수 있습니다
235,10월 22일 청주 출발 조철님 항공편 기내 이어폰 주나요?,고객님 개인 이어폰을 지참하시는 것이 좋으며 필요시 승무원에게 요청하시면 제공해 줍니다
236,혹시 이번 여행 호텔 객실에 커피 머신 있나요?,고객님 캡슐 커피 머신이 비치된 객실을 이용하시거나 로비 카페를 이용하시면 됩니다
237,김동철님 부산 출발 항공편 기내식 사전 주문 가능한가요?,고객님 항공사 홈페이지에서 출발 72시간 전까지 기내식 사전 주문 및 결제가 가능합니다
238,혹시 이번 여행 현지 물 갈아마시면 안 되나요?,고객님 현지 수돗물은 식수로 적합하지 않으니 반드시 생수를 구입해 드시는 것이 안전합니다
239,11월 6일 강현주님 팀 여행자 보험 현지 병원 통역 서비스 되나요?,고객님 보험사 제휴 병원 이용 시 한국어 통역 서비스나 통역비 지원이 가능할 수 있습니다
240,혹시 이번 여행 일정 중에 요트 투어 가능한가요?,고객님 프라이빗 요트 투어 옵션 추가 가능하며 럭셔리한 시간을 보내실 수 있습니다
241,김진명님 10월 26일 출발인데 공항 내 수하물 보관소 있나요?,고객님 공항 내 유료 수하물 보관소가 있어 짐을 맡기시고 편하게 이동하실 수 있습니다
242,혹시 이번 여행 호텔 수영장 튜브 대여 되나요?,고객님 호텔 수영장에서 튜브나 구명조끼 등을 무료 또는 유료로 대여해 드리고 있습니다
243,11월 23일 대구 출발 12명 단체인데 현지 행사 진행 가능한가요?,고객님 연회장 대관 및 음향 기기 설치 등 현지 행사 진행을 위한 지원이 가능합니다
244,혹시 이번 여행 가이드님 팁 미리 포함해서 결제 안 되나요?,고객님 가이드 팁 포함 견적서를 요청하시면 반영하여 다시 보내드리겠습니다
245,김수경님 일행 중에 유모차 가져가는데 수하물 처리 어떻게 하나요?,고객님 유모차는 탑승 게이트 앞까지 사용하시고 위탁하거나 기내 반입 가능 여부 확인해야 합니다
246,혹시 이번 여행 일정 중에 박물관 관람 있나요?,고객님 현지 역사와 문화를 알 수 있는 박물관이나 유적지 방문 일정이 포함되어 있습니다
247,10월 22일 청주 출발 조철님 항공편 기내 담요 가져와도 되나요?,고객님 기내 제공 담요는 항공사 자산이므로 외부 반출이 금지되어 있습니다
248,혹시 이번 여행 호텔 객실에 공기청정기 있나요?,고객님 요청 시 공기청정기를 객실에 설치해 드리거나 구비된 객실로 배정해 드립니다
249,김동철님 부산 출발 항공편 기내 슬리퍼 주나요?,고객님 장거리 노선이 아니면 기내 슬리퍼가 제공되지 않으니 필요시 개별 지참하세요
250,혹시 이번 여행 현지 화장실 유료인가요?,고객님 관광지 공중화장실 이용 시 소액의 사용료를 내야 하는 경우가 있습니다
251,11월 6일 강현주님 팀 여행자 보험 휴대품 분실 신고 어떻게 하나요?,고객님 현지 경찰서에서 폴리스 리포트를 발급받으셔야 귀국 후 보험 청구가 가능합니다
252,혹시 이번 여행 일정 중에 동물원 방문 가능한가요?,고객님 야생 동물원이나 사파리 투어 일정 추가 가능하며 가족 여행객에게 추천합니다
253,김진명님 10월 26일 출발인데 공항 내 환전 한도 있나요?,고객님 공항 환전소는 1인당 환전 금액 제한이 있을 수 있으니 미리 확인하시기 바랍니다
254,혹시 이번 여행 호텔 수영장 복장 규정 있나요?,고객님 수영복이나 래시가드를 착용하셔야 하며 면 소재 의류는 입수가 제한될 수 있습니다
255,11월 23일 대구 출발 12명 단체인데 단체 사진 촬영해 주시나요?,고객님 가이드가 주요 관광지에서 단체 사진 촬영을 도와드리며 원본 파일 보내드립니다
256,혹시 이번 여행 가이드님 팁 봉투에 이름 써서 줘야 하나요?,고객님 감사의 마음을 담아 봉투에 전달해 주시면 가이드님께 큰 힘이 됩니다
257,김수경님 일행 중에 아기 이유식 데워줄 수 있나요?,고객님 기내나 식당에서 요청하시면 이유식을 따뜻하게 데워드릴 수 있습니다
258,혹시 이번 여행 일정 중에 놀이공원 갈 수 있나요?,고객님 테마파크나 놀이공원 방문 일정 추가 가능하며 자유 이용권 구매 대행해 드립니다
259,10월 22일 청주 출발 조철님 항공편 기내 면세품 예약 되나요?,고객님 인터넷 기내 면세점에서 사전 예약 주문하시면 탑승 시 좌석에서 받으실 수 있습니다
260,혹시 이번 여행 호텔 객실에 스타일러 있나요?,고객님 일부 프리미엄 객실에는 의류 관리기(스타일러)가 설치되어 있습니다
261,김동철님 부산 출발 항공편 기내 좌석 등급 업그레이드 되나요?,고객님 마일리지 차감이나 추가 비용 지불을 통해 비즈니스석 등으로 업그레이드 가능합니다
262,혹시 이번 여행 현지 식당 물 리필 되나요?,고객님 현지 식당에서는 물이나 차가 무료로 제공되기도 하지만 생수는 유료인 경우가 많습니다
263,11월 6일 강현주님 팀 여행자 보험 항공기 결항 보상되나요?,고객님 기상 악화 등으로 인한 결항 시 숙박비나 교통비 등 추가 비용을 보상받으실 수 있습니다
264,혹시 이번 여행 일정 중에 온천 체험 있나요?,고객님 일정 피로를 풀 수 있는 온천욕이나 스파 체험 코스가 포함되어 있습니다
265,김진명님 10월 26일 출발인데 공항 내 로밍 센터 어디 있나요?,고객님 각 통신사 로밍 센터가 출국장 층에 위치하고 있어 데이터 로밍 신청이 가능합니다
266,혹시 이번 여행 호텔 수영장 이용 시 수경 꼭 써야 하나요?,고객님 수영장 이용 시 수경 착용은 필수가 아니지만 개인 위생을 위해 권장합니다
267,11월 23일 대구 출발 12명 단체인데 버스 내 와이파이 되나요?,고객님 이동 중에도 인터넷 사용이 가능하도록 차량 내 와이파이를 제공해 드립니다
268,혹시 이번 여행 가이드님 팁 안 주면 불이익 있나요?,고객님 팁은 서비스 만족도에 따른 것이라 강제성은 없지만 원활한 진행을 위해 권장됩니다
269,김수경님 일행 중에 젖병 소독기 필요한데 호텔에 있나요?,고객님 유아 동반 고객을 위해 젖병 소독기 대여 서비스가 있는지 호텔에 확인해 드리겠습니다
270,혹시 이번 여행 일정 중에 등산 코스 있나요?,고객님 가벼운 트레킹이나 등산 코스가 포함된 일정이 있으며 편한 신발 준비하시기 바랍니다
271,10월 22일 청주 출발 조철님 항공편 기내 헤드폰 주나요?,고객님 기내 엔터테인먼트 이용을 위한 헤드폰이 제공되거나 개인 이어폰 사용 가능합니다
272,혹시 이번 여행 호텔 객실에 욕실 용품 다 있나요?,고객님 샴푸 린스 바디워시 등 기본적인 욕실 어메니티가 구비되어 있습니다
273,김동철님 부산 출발 항공편 기내 좌석 충전기 있나요?,고객님 좌석 하단이나 전면에 USB 충전 포트가 있어 전자기기 충전이 가능합니다
274,혹시 이번 여행 현지 과일 반입 되나요?,고객님 생과일은 검역 문제로 국내 반입이 금지되어 있으니 현지에서 다 드시고 오셔야 합니다
275,11월 6일 강현주님 팀 여행자 보험 중복 가입 되나요?,고객님 실손 의료비 등 일부 담보는 중복 보상이 안 되므로 가입 전 확인이 필요합니다
276,혹시 이번 여행 일정 중에 전통 시장 갈 수 있나요?,고객님 현지인들의 삶을 엿볼 수 있는 전통 시장 방문 일정이 포함되어 있습니다
277,김진명님 10월 26일 출발인데 공항 내 흡연 구역 많나요?,고객님 공항 내 흡연실은 지정된 장소에만 있어 미리 위치를 확인하시는 것이 좋습니다
278,혹시 이번 여행 호텔 수영장 야간 개장 하나요?,고객님 호텔에 따라 수영장 야간 개장 여부가 다르며 보통 저녁 9~10시까지 운영합니다
279,11월 23일 대구 출발 12명 단체인데 버스 좌석 지정 되나요?,고객님 버스 좌석은 자유석이 원칙이나 노약자 배려석 등 사전 지정 요청 가능합니다
280,혹시 이번 여행 가이드님 팁 달러 잔돈으로 줘도 되나요?,고객님 1달러 지폐 등 잔돈으로 주셔도 무방하며 총액만 맞춰주시면 됩니다
281,김수경님 일행 중에 아기 침대 필요한데 추가 비용 있나요?,고객님 유아용 아기 침대(Crib)는 요청 시 무료로 제공되는 경우가 많습니다
282,혹시 이번 여행 일정 중에 미술관 관람 있나요?,고객님 유명 미술관이나 갤러리 관람 일정을 추가하여 문화 예술을 즐기실 수 있습니다
283,10월 22일 청주 출발 조철님 항공편 기내식 맛없으면 어떡하죠?,고객님 특별 기내식을 사전 신청하시거나 탑승 전 식사하시고 타시는 것을 추천합니다
284,혹시 이번 여행 호텔 객실에 가습기 있나요?,고객님 건조함을 느끼실 경우 프런트에 가습기 대여를 요청하시면 설치해 드립니다
285,김동철님 부산 출발 항공편 기내 수하물 무게 검사 하나요?,고객님 탑승 게이트에서 기내 수하물 무게 및 개수 확인을 무작위로 실시할 수 있습니다
286,혹시 이번 여행 현지 기념품 추천해 주실 수 있나요?,고객님 현지 특산품이나 인기 있는 기념품 리스트를 안내해 드려 쇼핑을 도와드리겠습니다
287,11월 6일 강현주님 팀 여행자 보험 계약 내용 변경 되나요?,고객님 보험 개시 전에는 계약 내용 변경이나 취소가 가능하니 연락 주시기 바랍니다
288,혹시 이번 여행 일정 중에 사원 방문 시 복장 제한 있나요?,고객님 사원 방문 시에는 민소매나 짧은 바지 등 노출이 심한 복장은 피하셔야 합니다
289,김진명님 10월 26일 출발인데 공항 내 편의점 있나요?,고객님 공항 곳곳에 편의점이 있어 필요한 물품을 구매하시거나 간식을 드실 수 있습니다
290,혹시 이번 여행 호텔 수영장 구명조끼 있나요?,고객님 어린이용 구명조끼가 비치되어 있거나 대여 가능하여 안전하게 물놀이할 수 있습니다
291,11월 23일 대구 출발 12명 단체인데 버스 기사님 팁 줘야 하나요?,고객님 버스 기사님 팁은 보통 가이드 팁에 포함되어 있거나 별도로 걷기도 합니다
292,혹시 이번 여행 가이드님 팁 여행사로 보내도 되나요?,고객님 가이드 팁을 여행사 계좌로 입금해 주시면 현지 가이드에게 전달해 드릴 수 있습니다
293,김수경님 일행 중에 분유 포트 필요한데 가져가야 하나요?,고객님 휴대용 분유 포트를 챙겨가시는 것이 좋으며 호텔 커피 포트 사용은 위생상 권장하지 않습니다
294,혹시 이번 여행 일정 중에 동물 먹이 주기 체험 있나요?,고객님 동물원이나 농장에서 동물 먹이 주기 체험을 하실 수 있는 일정이 있습니다
295,10월 22일 청주 출발 조철님 항공편 기내 담요 가져가면 안 되나요?,고객님 기내 담요는 항공사 자산으로 가져가시면 절도죄에 해당할 수 있으니 주의하세요
296,혹시 이번 여행 호텔 객실에 우산 있나요?,고객님 객실 내 장우산이 비치되어 있거나 로비에서 대여 가능하여 비 올 때 사용하실 수 있습니다
297,김동철님 부산 출발 항공편 기내 좌석 모니터 있나요?,고객님 해당 기종에는 개인 모니터가 없을 수 있으니 태블릿이나 휴대폰에 영상을 담아오세요
298,혹시 이번 여행 현지 택시 타도 되나요?,고객님 개별 이동 시 그랩(Grab) 등 호출 앱을 이용하시거나 호텔에서 불러주는 택시를 타는 게 안전합니다
299,11월 6일 강현주님 팀 여행자 보험 가입 증명서 영문으로 되나요?,고객님 영문 가입 증명서 발급이 가능하며 입국 심사 시 필요할 수 있으니 챙기세요
300,혹시 이번 여행 일정 중에 야경 투어 있나요?,고객님 도시의 아름다운 야경을 감상할 수 있는 야경 투어 옵션이 준비되어 있습니다
